,Team,Team Key,Season,Player,Player Key
12657,Minnesota Timberwolves,MIN,2016-17,Andrew Wiggins,/players/w/wiggian01.html
12658,Minnesota Timberwolves,MIN,2016-17,Nikola Pekovic,/players/p/pekovni01.html
12659,Minnesota Timberwolves,MIN,2016-17,Kevin Garnett,/players/g/garneke01.html
12660,Minnesota Timberwolves,MIN,2016-17,Kevin Martin,/players/m/martike02.html
12661,Minnesota Timberwolves,MIN,2015-16,Nemanja Bjelica,/players/b/bjeline01.html
12662,Minnesota Timberwolves,MIN,2015-16,Gorgui Dieng,/players/d/dienggo01.html
12663,Minnesota Timberwolves,MIN,2015-16,Kevin Garnett,/players/g/garneke01.html
12664,Minnesota Timberwolves,MIN,2015-16,Tyus Jones,/players/j/jonesty01.html
12665,Minnesota Timberwolves,MIN,2015-16,Zach LaVine,/players/l/lavinza01.html
12666,Minnesota Timberwolves,MIN,2015-16,Kevin Martin,/players/m/martike02.html
12667,Minnesota Timberwolves,MIN,2015-16,Andre Miller,/players/m/millean02.html
12668,Minnesota Timberwolves,MIN,2015-16,Shabazz Muhammad,/players/m/muhamsh01.html
12670,Minnesota Timberwolves,MIN,2015-16,Nikola Peković,/players/p/pekovni01.html
12671,Minnesota Timberwolves,MIN,2015-16,Tayshaun Prince,/players/p/princta01.html
12672,Minnesota Timberwolves,MIN,2015-16,Ricky Rubio,/players/r/rubiori01.html
12675,Minnesota Timberwolves,MIN,2015-16,Karl-Anthony Towns,/players/t/townska01.html
12676,Minnesota Timberwolves,MIN,2015-16,Andrew Wiggins,/players/w/wiggian01.html
12677,Minnesota Timberwolves,MIN,2015-16,Nikola Pekovic,/players/p/pekovni01.html
12682,Minnesota Timberwolves,MIN,2014-15,Corey Brewer,/players/b/breweco01.html
12684,Minnesota Timberwolves,MIN,2014-15,Chase Budinger,/players/b/budinch01.html
12685,Minnesota Timberwolves,MIN,2014-15,Troy Daniels,/players/d/danietr01.html
12686,Minnesota Timberwolves,MIN,2014-15,Gorgui Dieng,/players/d/dienggo01.html
12687,Minnesota Timberwolves,MIN,2014-15,Kevin Garnett,/players/g/garneke01.html
12690,Minnesota Timberwolves,MIN,2014-15,Sean Kilpatrick,/players/k/kilpase01.html
12691,Minnesota Timberwolves,MIN,2014-15,Zach LaVine,/players/l/lavinza01.html
12692,Minnesota Timberwolves,MIN,2014-15,Kevin Martin,/players/m/martike02.html
12693,Minnesota Timberwolves,MIN,2014-15,Shabazz Muhammad,/players/m/muhamsh01.html
12694,Minnesota Timberwolves,MIN,2014-15,Gary Neal,/players/n/nealga01.html
12697,Minnesota Timberwolves,MIN,2014-15,Nikola Peković,/players/p/pekovni01.html
12699,Minnesota Timberwolves,MIN,2014-15,Glenn Robinson,/players/r/robingl02.html
12700,Minnesota Timberwolves,MIN,2014-15,Ricky Rubio,/players/r/rubiori01.html
12701,Minnesota Timberwolves,MIN,2014-15,Ronny Turiaf,/players/t/turiaro01.html
12702,Minnesota Timberwolves,MIN,2014-15,Andrew Wiggins,/players/w/wiggian01.html
12703,Minnesota Timberwolves,MIN,2014-15,Mo Williams,/players/w/willima01.html
12704,Minnesota Timberwolves,MIN,2014-15,Thaddeus Young,/players/y/youngth01.html
12705,Minnesota Timberwolves,MIN,2014-15,Glenn Robinson III,/players/r/robingl02.html
12706,Minnesota Timberwolves,MIN,2014-15,Nikola Pekovic,/players/p/pekovni01.html
12707,Minnesota Timberwolves,MIN,2013-14,J.J. Barea,/players/b/bareajo01.html
12708,Minnesota Timberwolves,MIN,2013-14,Corey Brewer,/players/b/breweco01.html
12709,Minnesota Timberwolves,MIN,2013-14,Chase Budinger,/players/b/budinch01.html
12710,Minnesota Timberwolves,MIN,2013-14,Dante Cunningham,/players/c/cunnida01.html
12711,Minnesota Timberwolves,MIN,2013-14,Gorgui Dieng,/players/d/dienggo01.html
12714,Minnesota Timberwolves,MIN,2013-14,Kevin Love,/players/l/loveke01.html
12715,Minnesota Timberwolves,MIN,2013-14,Kevin Martin,/players/m/martike02.html
12716,Minnesota Timberwolves,MIN,2013-14,Luc Mbah a Moute,/players/m/mbahalu01.html
12717,Minnesota Timberwolves,MIN,2013-14,Shabazz Muhammad,/players/m/muhamsh01.html
12718,Minnesota Timberwolves,MIN,2013-14,Nikola Peković,/players/p/pekovni01.html
12719,Minnesota Timberwolves,MIN,2013-14,A.J. Price,/players/p/priceaj01.html
12720,Minnesota Timberwolves,MIN,2013-14,Ricky Rubio,/players/r/rubiori01.html
12721,Minnesota Timberwolves,MIN,2013-14,Alexey Shved,/players/s/shvedal01.html
12722,Minnesota Timberwolves,MIN,2013-14,Ronny Turiaf,/players/t/turiaro01.html
12723,Minnesota Timberwolves,MIN,2013-14,Derrick Williams,/players/w/willide02.html
12724,Minnesota Timberwolves,MIN,2013-14,Nikola Pekovic,/players/p/pekovni01.html
12725,Minnesota Timberwolves,MIN,2013-14,Jose Barea,/players/b/bareajo01.html
12727,Minnesota Timberwolves,MIN,2012-13,Lou Amundson,/players/a/amundlo01.html
12728,Minnesota Timberwolves,MIN,2012-13,J.J. Barea,/players/b/bareajo01.html
12729,Minnesota Timberwolves,MIN,2012-13,Chase Budinger,/players/b/budinch01.html
12731,Minnesota Timberwolves,MIN,2012-13,Dante Cunningham,/players/c/cunnida01.html
12734,Minnesota Timberwolves,MIN,2012-13,Josh Howard,/players/h/howarjo01.html
12736,Minnesota Timberwolves,MIN,2012-13,Andrei Kirilenko,/players/k/kirilan01.html
12738,Minnesota Timberwolves,MIN,2012-13,Kevin Love,/players/l/loveke01.html
12739,Minnesota Timberwolves,MIN,2012-13,Nikola Peković,/players/p/pekovni01.html
12740,Minnesota Timberwolves,MIN,2012-13,Luke Ridnour,/players/r/ridnolu01.html
12741,Minnesota Timberwolves,MIN,2012-13,Brandon Roy,/players/r/roybr01.html
12742,Minnesota Timberwolves,MIN,2012-13,Ricky Rubio,/players/r/rubiori01.html
12743,Minnesota Timberwolves,MIN,2012-13,Alexey Shved,/players/s/shvedal01.html
12744,Minnesota Timberwolves,MIN,2012-13,Greg Stiemsma,/players/s/stiemgr01.html
12745,Minnesota Timberwolves,MIN,2012-13,Derrick Williams,/players/w/willide02.html
12746,Minnesota Timberwolves,MIN,2012-13,Darko Milicic,/players/m/milicda01.html
12747,Minnesota Timberwolves,MIN,2012-13,Nikola Pekovic,/players/p/pekovni01.html
12748,Minnesota Timberwolves,MIN,2012-13,Jose Barea,/players/b/bareajo01.html
12749,Minnesota Timberwolves,MIN,2012-13,Louis Amundson,/players/a/amundlo01.html
12750,Minnesota Timberwolves,MIN,2012-13,Martell Webster,/players/w/webstma02.html
12752,Minnesota Timberwolves,MIN,2011-12,J.J. Barea,/players/b/bareajo01.html
12753,Minnesota Timberwolves,MIN,2011-12,Michael Beasley,/players/b/beaslmi01.html
12754,Minnesota Timberwolves,MIN,2011-12,Wayne Ellington,/players/e/ellinwa01.html
12755,Minnesota Timberwolves,MIN,2011-12,Wesley Johnson,/players/j/johnswe01.html
12757,Minnesota Timberwolves,MIN,2011-12,Kevin Love,/players/l/loveke01.html
12758,Minnesota Timberwolves,MIN,2011-12,Darko Miličić,/players/m/milicda01.html
12759,Minnesota Timberwolves,MIN,2011-12,Brad Miller,/players/m/millebr01.html
12760,Minnesota Timberwolves,MIN,2011-12,Nikola Peković,/players/p/pekovni01.html
12761,Minnesota Timberwolves,MIN,2011-12,Anthony Randolph,/players/r/randoan01.html
12762,Minnesota Timberwolves,MIN,2011-12,Luke Ridnour,/players/r/ridnolu01.html
12763,Minnesota Timberwolves,MIN,2011-12,Ricky Rubio,/players/r/rubiori01.html
12764,Minnesota Timberwolves,MIN,2011-12,Anthony Tolliver,/players/t/tollian01.html
12765,Minnesota Timberwolves,MIN,2011-12,Martell Webster,/players/w/webstma02.html
12766,Minnesota Timberwolves,MIN,2011-12,Derrick Williams,/players/w/willide02.html
12767,Minnesota Timberwolves,MIN,2011-12,Darko Milicic,/players/m/milicda01.html
12768,Minnesota Timberwolves,MIN,2011-12,Nikola Pekovic,/players/p/pekovni01.html
12769,Minnesota Timberwolves,MIN,2011-12,Jose Barea,/players/b/bareajo01.html
12771,Minnesota Timberwolves,MIN,2010-11,Michael Beasley,/players/b/beaslmi01.html
12772,Minnesota Timberwolves,MIN,2010-11,Corey Brewer,/players/b/breweco01.html
12773,Minnesota Timberwolves,MIN,2010-11,Wayne Ellington,/players/e/ellinwa01.html
12774,Minnesota Timberwolves,MIN,2010-11,Jonny Flynn,/players/f/flynnjo01.html
12777,Minnesota Timberwolves,MIN,2010-11,Wesley Johnson,/players/j/johnswe01.html
12778,Minnesota Timberwolves,MIN,2010-11,Kosta Koufos,/players/k/koufoko01.html
12779,Minnesota Timberwolves,MIN,2010-11,Kevin Love,/players/l/loveke01.html
12780,Minnesota Timberwolves,MIN,2010-11,Darko Miličić,/players/m/milicda01.html
12781,Minnesota Timberwolves,MIN,2010-11,Nikola Peković,/players/p/pekovni01.html
12782,Minnesota Timberwolves,MIN,2010-11,Anthony Randolph,/players/r/randoan01.html
12783,Minnesota Timberwolves,MIN,2010-11,Luke Ridnour,/players/r/ridnolu01.html
12784,Minnesota Timberwolves,MIN,2010-11,Sebastian Telfair,/players/t/telfase01.html
12785,Minnesota Timberwolves,MIN,2010-11,Anthony Tolliver,/players/t/tollian01.html
12786,Minnesota Timberwolves,MIN,2010-11,Martell Webster,/players/w/webstma02.html
12787,Minnesota Timberwolves,MIN,2010-11,Eddy Curry,/players/c/curryed01.html
12788,Minnesota Timberwolves,MIN,2010-11,Darko Milicic,/players/m/milicda01.html
12789,Minnesota Timberwolves,MIN,2010-11,Nikola Pekovic,/players/p/pekovni01.html
12790,Minnesota Timberwolves,MIN,2009-10,Corey Brewer,/players/b/breweco01.html
12791,Minnesota Timberwolves,MIN,2009-10,Brian Cardinal,/players/c/cardibr01.html
12792,Minnesota Timberwolves,MIN,2009-10,Wayne Ellington,/players/e/ellinwa01.html
12793,Minnesota Timberwolves,MIN,2009-10,Jonny Flynn,/players/f/flynnjo01.html
12794,Minnesota Timberwolves,MIN,2009-10,Ryan Gomes,/players/g/gomesry01.html
12795,Minnesota Timberwolves,MIN,2009-10,Jason Hart,/players/h/hartja01.html
12796,Minnesota Timberwolves,MIN,2009-10,Ryan Hollins,/players/h/holliry01.html
12798,Minnesota Timberwolves,MIN,2009-10,Al Jefferson,/players/j/jeffeal01.html
12799,Minnesota Timberwolves,MIN,2009-10,Kevin Love,/players/l/loveke01.html
12800,Minnesota Timberwolves,MIN,2009-10,Darko Miličić,/players/m/milicda01.html
12801,Minnesota Timberwolves,MIN,2009-10,Sasha Pavlović,/players/p/pavloal01.html
12803,Minnesota Timberwolves,MIN,2009-10,Ramon Sessions,/players/s/sessira01.html
12805,Minnesota Timberwolves,MIN,2009-10,Damien Wilkins,/players/w/wilkida02.html
12806,Minnesota Timberwolves,MIN,2009-10,Mark Blount,/players/b/blounma01.html
12807,Minnesota Timberwolves,MIN,2009-10,Darko Milicic,/players/m/milicda01.html
12808,Minnesota Timberwolves,MIN,2009-10,Antonio Daniels,/players/d/daniean01.html
12809,Minnesota Timberwolves,MIN,2009-10,Sasha Pavlovic,/players/p/pavloal01.html
12810,Minnesota Timberwolves,MIN,2009-10,Chucky Atkins,/players/a/atkinch01.html
12811,Minnesota Timberwolves,MIN,2008-09,Calvin Booth,/players/b/boothca01.html
12812,Minnesota Timberwolves,MIN,2008-09,Corey Brewer,/players/b/breweco01.html
12814,Minnesota Timberwolves,MIN,2008-09,Brian Cardinal,/players/c/cardibr01.html
12815,Minnesota Timberwolves,MIN,2008-09,Rodney Carney,/players/c/carnero01.html
12816,Minnesota Timberwolves,MIN,2008-09,Jason Collins,/players/c/collija04.html
12817,Minnesota Timberwolves,MIN,2008-09,Randy Foye,/players/f/foyera01.html
12818,Minnesota Timberwolves,MIN,2008-09,Ryan Gomes,/players/g/gomesry01.html
12819,Minnesota Timberwolves,MIN,2008-09,Al Jefferson,/players/j/jeffeal01.html
12820,Minnesota Timberwolves,MIN,2008-09,Kevin Love,/players/l/loveke01.html
12821,Minnesota Timberwolves,MIN,2008-09,Mark Madsen,/players/m/madsema01.html
12822,Minnesota Timberwolves,MIN,2008-09,Rashad McCants,/players/m/mccanra01.html
12823,Minnesota Timberwolves,MIN,2008-09,Mike Miller,/players/m/millemi01.html
12824,Minnesota Timberwolves,MIN,2008-09,Kevin Ollie,/players/o/ollieke01.html
12825,Minnesota Timberwolves,MIN,2008-09,Craig Smith,/players/s/smithcr01.html
12826,Minnesota Timberwolves,MIN,2008-09,Sebastian Telfair,/players/t/telfase01.html
12827,Minnesota Timberwolves,MIN,2008-09,Shelden Williams,/players/w/willish02.html
12828,Minnesota Timberwolves,MIN,2008-09,Juwan Howard,/players/h/howarju01.html
12829,Minnesota Timberwolves,MIN,2007-08,Corey Brewer,/players/b/breweco01.html
12830,Minnesota Timberwolves,MIN,2007-08,Greg Buckner,/players/b/buckngr01.html
12831,Minnesota Timberwolves,MIN,2007-08,Michael Doleac,/players/d/doleami01.html
12832,Minnesota Timberwolves,MIN,2007-08,Randy Foye,/players/f/foyera01.html
12833,Minnesota Timberwolves,MIN,2007-08,Ryan Gomes,/players/g/gomesry01.html
12834,Minnesota Timberwolves,MIN,2007-08,Gerald Green,/players/g/greenge01.html
12835,Minnesota Timberwolves,MIN,2007-08,Marko Jarić,/players/j/jaricma01.html
12836,Minnesota Timberwolves,MIN,2007-08,Al Jefferson,/players/j/jeffeal01.html
12837,Minnesota Timberwolves,MIN,2007-08,Mark Madsen,/players/m/madsema01.html
12838,Minnesota Timberwolves,MIN,2007-08,Rashad McCants,/players/m/mccanra01.html
12839,Minnesota Timberwolves,MIN,2007-08,Theo Ratliff,/players/r/ratlith01.html
12841,Minnesota Timberwolves,MIN,2007-08,Craig Smith,/players/s/smithcr01.html
12842,Minnesota Timberwolves,MIN,2007-08,Kirk Snyder,/players/s/snydeki01.html
12843,Minnesota Timberwolves,MIN,2007-08,Sebastian Telfair,/players/t/telfase01.html
12844,Minnesota Timberwolves,MIN,2007-08,Antoine Walker,/players/w/walkean02.html
12845,Minnesota Timberwolves,MIN,2007-08,Juwan Howard,/players/h/howarju01.html
12846,Minnesota Timberwolves,MIN,2007-08,Marko Jaric,/players/j/jaricma01.html
12847,Minnesota Timberwolves,MIN,2007-08,Troy Hudson,/players/h/hudsotr01.html
12848,Minnesota Timberwolves,MIN,2007-08,Eddie Griffin,/players/g/griffed01.html
12849,Minnesota Timberwolves,MIN,2007-08,Beno Udrih,/players/u/udrihbe01.html
12850,Minnesota Timberwolves,MIN,2006-07,Mark Blount,/players/b/blounma01.html
12851,Minnesota Timberwolves,MIN,2006-07,Ricky Davis,/players/d/davisri01.html
12852,Minnesota Timberwolves,MIN,2006-07,Randy Foye,/players/f/foyera01.html
12853,Minnesota Timberwolves,MIN,2006-07,Kevin Garnett,/players/g/garneke01.html
12854,Minnesota Timberwolves,MIN,2006-07,Eddie Griffin,/players/g/griffed01.html
12855,Minnesota Timberwolves,MIN,2006-07,Trenton Hassell,/players/h/hassetr01.html
12856,Minnesota Timberwolves,MIN,2006-07,Troy Hudson,/players/h/hudsotr01.html
12857,Minnesota Timberwolves,MIN,2006-07,Mike James,/players/j/jamesmi01.html
12858,Minnesota Timberwolves,MIN,2006-07,Marko Jarić,/players/j/jaricma01.html
12859,Minnesota Timberwolves,MIN,2006-07,Mark Madsen,/players/m/madsema01.html
12860,Minnesota Timberwolves,MIN,2006-07,Rashad McCants,/players/m/mccanra01.html
12862,Minnesota Timberwolves,MIN,2006-07,Craig Smith,/players/s/smithcr01.html
12864,Minnesota Timberwolves,MIN,2006-07,Marko Jaric,/players/j/jaricma01.html
12865,Minnesota Timberwolves,MIN,2006-07,Vin Baker,/players/b/bakervi01.html
12866,Minnesota Timberwolves,MIN,2005-06,Marcus Banks,/players/b/banksma01.html
12867,Minnesota Timberwolves,MIN,2005-06,Mark Blount,/players/b/blounma01.html
12868,Minnesota Timberwolves,MIN,2005-06,Anthony Carter,/players/c/cartean01.html
12869,Minnesota Timberwolves,MIN,2005-06,Ricky Davis,/players/d/davisri01.html
12872,Minnesota Timberwolves,MIN,2005-06,Kevin Garnett,/players/g/garneke01.html
12873,Minnesota Timberwolves,MIN,2005-06,Eddie Griffin,/players/g/griffed01.html
12874,Minnesota Timberwolves,MIN,2005-06,Trenton Hassell,/players/h/hassetr01.html
12875,Minnesota Timberwolves,MIN,2005-06,Troy Hudson,/players/h/hudsotr01.html
12876,Minnesota Timberwolves,MIN,2005-06,Marko Jarić,/players/j/jaricma01.html
12877,Minnesota Timberwolves,MIN,2005-06,Mark Madsen,/players/m/madsema01.html
12878,Minnesota Timberwolves,MIN,2005-06,Rashad McCants,/players/m/mccanra01.html
12879,Minnesota Timberwolves,MIN,2005-06,Michael Olowokandi,/players/o/olowomi01.html
12881,Minnesota Timberwolves,MIN,2005-06,Wally Szczerbiak,/players/s/szczewa02.html
12884,Minnesota Timberwolves,MIN,2005-06,Marko Jaric,/players/j/jaricma01.html
12885,Minnesota Timberwolves,MIN,2005-06,Fred Hoiberg,/players/h/hoibefr01.html
12889,Minnesota Timberwolves,MIN,2004-05,Anthony Carter,/players/c/cartean01.html
12890,Minnesota Timberwolves,MIN,2004-05,Sam Cassell,/players/c/cassesa01.html
12892,Minnesota Timberwolves,MIN,2004-05,Kevin Garnett,/players/g/garneke01.html
12893,Minnesota Timberwolves,MIN,2004-05,Eddie Griffin,/players/g/griffed01.html
12894,Minnesota Timberwolves,MIN,2004-05,Trenton Hassell,/players/h/hassetr01.html
12895,Minnesota Timberwolves,MIN,2004-05,Fred Hoiberg,/players/h/hoibefr01.html
12896,Minnesota Timberwolves,MIN,2004-05,Troy Hudson,/players/h/hudsotr01.html
12897,Minnesota Timberwolves,MIN,2004-05,Ervin Johnson,/players/j/johnser02.html
12898,Minnesota Timberwolves,MIN,2004-05,Mark Madsen,/players/m/madsema01.html
12899,Minnesota Timberwolves,MIN,2004-05,Michael Olowokandi,/players/o/olowomi01.html
12900,Minnesota Timberwolves,MIN,2004-05,Latrell Sprewell,/players/s/sprewla01.html
12901,Minnesota Timberwolves,MIN,2004-05,Wally Szczerbiak,/players/s/szczewa02.html
12903,Minnesota Timberwolves,MIN,2003-04,Sam Cassell,/players/c/cassesa01.html
12905,Minnesota Timberwolves,MIN,2003-04,Kevin Garnett,/players/g/garneke01.html
12906,Minnesota Timberwolves,MIN,2003-04,Anthony Goldwire,/players/g/goldwan01.html
12907,Minnesota Timberwolves,MIN,2003-04,Trenton Hassell,/players/h/hassetr01.html
12908,Minnesota Timberwolves,MIN,2003-04,Fred Hoiberg,/players/h/hoibefr01.html
12909,Minnesota Timberwolves,MIN,2003-04,Troy Hudson,/players/h/hudsotr01.html
12910,Minnesota Timberwolves,MIN,2003-04,Ervin Johnson,/players/j/johnser02.html
12912,Minnesota Timberwolves,MIN,2003-04,Mark Madsen,/players/m/madsema01.html
12913,Minnesota Timberwolves,MIN,2003-04,Darrick Martin,/players/m/martida01.html
12914,Minnesota Timberwolves,MIN,2003-04,Keith McLeod,/players/m/mcleoke01.html
12915,Minnesota Timberwolves,MIN,2003-04,Oliver Miller,/players/m/milleol01.html
12916,Minnesota Timberwolves,MIN,2003-04,Michael Olowokandi,/players/o/olowomi01.html
12917,Minnesota Timberwolves,MIN,2003-04,Latrell Sprewell,/players/s/sprewla01.html
12918,Minnesota Timberwolves,MIN,2003-04,Wally Szczerbiak,/players/s/szczewa02.html
12919,Minnesota Timberwolves,MIN,2003-04,Gary Trent,/players/t/trentga01.html
12920,Minnesota Timberwolves,MIN,2002-03,Kevin Garnett,/players/g/garneke01.html
12921,Minnesota Timberwolves,MIN,2002-03,Kendall Gill,/players/g/gillke01.html
12922,Minnesota Timberwolves,MIN,2002-03,Troy Hudson,/players/h/hudsotr01.html
12923,Minnesota Timberwolves,MIN,2002-03,Marc Jackson,/players/j/jacksma02.html
12924,Minnesota Timberwolves,MIN,2002-03,Rasho Nesterović,/players/n/nestera01.html
12925,Minnesota Timberwolves,MIN,2002-03,Anthony Peeler,/players/p/peelean01.html
12927,Minnesota Timberwolves,MIN,2002-03,Reggie Slater,/players/s/slatere01.html
12928,Minnesota Timberwolves,MIN,2002-03,Joe Smith,/players/s/smithjo02.html
12929,Minnesota Timberwolves,MIN,2002-03,Rod Strickland,/players/s/stricro02.html
12930,Minnesota Timberwolves,MIN,2002-03,Wally Szczerbiak,/players/s/szczewa02.html
12931,Minnesota Timberwolves,MIN,2002-03,Gary Trent,/players/t/trentga01.html
12934,Minnesota Timberwolves,MIN,2002-03,Terrell Brandon,/players/b/brandte01.html
12935,Minnesota Timberwolves,MIN,2002-03,Rasho Nesterovic,/players/n/nestera01.html
12936,Minnesota Timberwolves,MIN,2002-03,Felipe Lopez,/players/l/lopezfe01.html
12939,Minnesota Timberwolves,MIN,2001-02,Chauncey Billups,/players/b/billuch01.html
12940,Minnesota Timberwolves,MIN,2001-02,Terrell Brandon,/players/b/brandte01.html
12941,Minnesota Timberwolves,MIN,2001-02,Maurice Evans,/players/e/evansma01.html
12942,Minnesota Timberwolves,MIN,2001-02,Kevin Garnett,/players/g/garneke01.html
12943,Minnesota Timberwolves,MIN,2001-02,Dean Garrett,/players/g/garrede01.html
12944,Minnesota Timberwolves,MIN,2001-02,Marc Jackson,/players/j/jacksma02.html
12945,Minnesota Timberwolves,MIN,2001-02,Felipe López,/players/l/lopezfe01.html
12946,Minnesota Timberwolves,MIN,2001-02,Sam Mitchell,/players/m/mitchsa01.html
12947,Minnesota Timberwolves,MIN,2001-02,Rasho Nesterović,/players/n/nestera01.html
12948,Minnesota Timberwolves,MIN,2001-02,Robert Pack,/players/p/packro01.html
12949,Minnesota Timberwolves,MIN,2001-02,Anthony Peeler,/players/p/peelean01.html
12950,Minnesota Timberwolves,MIN,2001-02,Joe Smith,/players/s/smithjo02.html
12951,Minnesota Timberwolves,MIN,2001-02,Wally Szczerbiak,/players/s/szczewa02.html
12952,Minnesota Timberwolves,MIN,2001-02,Gary Trent,/players/t/trentga01.html
12954,Minnesota Timberwolves,MIN,2001-02,Tom Hammonds,/players/h/hammoto01.html
12955,Minnesota Timberwolves,MIN,2001-02,Rasho Nesterovic,/players/n/nestera01.html
12956,Minnesota Timberwolves,MIN,2001-02,Felipe Lopez,/players/l/lopezfe01.html
12958,Minnesota Timberwolves,MIN,2000-01,Chauncey Billups,/players/b/billuch01.html
12959,Minnesota Timberwolves,MIN,2000-01,Terrell Brandon,/players/b/brandte01.html
12960,Minnesota Timberwolves,MIN,2000-01,Todd Day,/players/d/dayto01.html
12961,Minnesota Timberwolves,MIN,2000-01,LaPhonso Ellis,/players/e/ellisla01.html
12962,Minnesota Timberwolves,MIN,2000-01,Kevin Garnett,/players/g/garneke01.html
12963,Minnesota Timberwolves,MIN,2000-01,Dean Garrett,/players/g/garrede01.html
12964,Minnesota Timberwolves,MIN,2000-01,Tom Hammonds,/players/h/hammoto01.html
12966,Minnesota Timberwolves,MIN,2000-01,Felipe López,/players/l/lopezfe01.html
12967,Minnesota Timberwolves,MIN,2000-01,Sam Mitchell,/players/m/mitchsa01.html
12968,Minnesota Timberwolves,MIN,2000-01,Rasho Nesterović,/players/n/nestera01.html
12969,Minnesota Timberwolves,MIN,2000-01,Anthony Peeler,/players/p/peelean01.html
12970,Minnesota Timberwolves,MIN,2000-01,Reggie Slater,/players/s/slatere01.html
12971,Minnesota Timberwolves,MIN,2000-01,Wally Szczerbiak,/players/s/szczewa02.html
12972,Minnesota Timberwolves,MIN,2000-01,Rasho Nesterovic,/players/n/nestera01.html
12975,Minnesota Timberwolves,MIN,1999-00,Terrell Brandon,/players/b/brandte01.html
12976,Minnesota Timberwolves,MIN,1999-00,Kevin Garnett,/players/g/garneke01.html
12977,Minnesota Timberwolves,MIN,1999-00,Dean Garrett,/players/g/garrede01.html
12978,Minnesota Timberwolves,MIN,1999-00,Tom Hammonds,/players/h/hammoto01.html
12979,Minnesota Timberwolves,MIN,1999-00,Bobby Jackson,/players/j/jacksbo01.html
12980,Minnesota Timberwolves,MIN,1999-00,Sam Mitchell,/players/m/mitchsa01.html
12981,Minnesota Timberwolves,MIN,1999-00,Rasho Nesterović,/players/n/nestera01.html
12983,Minnesota Timberwolves,MIN,1999-00,Anthony Peeler,/players/p/peelean01.html
12984,Minnesota Timberwolves,MIN,1999-00,Malik Sealy,/players/s/sealyma01.html
12985,Minnesota Timberwolves,MIN,1999-00,Joe Smith,/players/s/smithjo02.html
12986,Minnesota Timberwolves,MIN,1999-00,Wally Szczerbiak,/players/s/szczewa02.html
12987,Minnesota Timberwolves,MIN,1999-00,Rasho Nesterovic,/players/n/nestera01.html
12988,Minnesota Timberwolves,MIN,1999-00,James Robinson,/players/r/robinja02.html
12989,Minnesota Timberwolves,MIN,1999-00,Danny Schayes,/players/s/schayda01.html
12993,Minnesota Timberwolves,MIN,1998-99,Terrell Brandon,/players/b/brandte01.html
12994,Minnesota Timberwolves,MIN,1998-99,Chris Carr,/players/c/carrch01.html
12997,Minnesota Timberwolves,MIN,1998-99,Kevin Garnett,/players/g/garneke01.html
12998,Minnesota Timberwolves,MIN,1998-99,Dean Garrett,/players/g/garrede01.html
13000,Minnesota Timberwolves,MIN,1998-99,Tom Hammonds,/players/h/hammoto01.html
13001,Minnesota Timberwolves,MIN,1998-99,Bobby Jackson,/players/j/jacksbo01.html
13003,Minnesota Timberwolves,MIN,1998-99,Stephon Marbury,/players/m/marbust01.html
13004,Minnesota Timberwolves,MIN,1998-99,Sam Mitchell,/players/m/mitchsa01.html
13005,Minnesota Timberwolves,MIN,1998-99,Rasho Nesterović,/players/n/nestera01.html
13007,Minnesota Timberwolves,MIN,1998-99,Anthony Peeler,/players/p/peelean01.html
13008,Minnesota Timberwolves,MIN,1998-99,James Robinson,/players/r/robinja02.html
13009,Minnesota Timberwolves,MIN,1998-99,Dennis Scott,/players/s/scottde01.html
13010,Minnesota Timberwolves,MIN,1998-99,Malik Sealy,/players/s/sealyma01.html
13011,Minnesota Timberwolves,MIN,1998-99,Joe Smith,/players/s/smithjo02.html
13013,Minnesota Timberwolves,MIN,1997-98,Chris Carr,/players/c/carrch01.html
13015,Minnesota Timberwolves,MIN,1997-98,Kevin Garnett,/players/g/garneke01.html
13016,Minnesota Timberwolves,MIN,1997-98,Tom Gugliotta,/players/g/guglito01.html
13017,Minnesota Timberwolves,MIN,1997-98,Tom Hammonds,/players/h/hammoto01.html
13019,Minnesota Timberwolves,MIN,1997-98,Stephon Marbury,/players/m/marbust01.html
13020,Minnesota Timberwolves,MIN,1997-98,Sam Mitchell,/players/m/mitchsa01.html
13021,Minnesota Timberwolves,MIN,1997-98,Cherokee Parks,/players/p/parksch02.html
13022,Minnesota Timberwolves,MIN,1997-98,Anthony Peeler,/players/p/peelean01.html
13023,Minnesota Timberwolves,MIN,1997-98,Terry Porter,/players/p/portete01.html
13024,Minnesota Timberwolves,MIN,1997-98,Stanley Roberts,/players/r/roberst01.html
13025,Minnesota Timberwolves,MIN,1997-98,Clifford Rozier,/players/r/roziecl01.html
13026,Minnesota Timberwolves,MIN,1997-98,Doug West,/players/w/westdo01.html
13028,Minnesota Timberwolves,MIN,1997-98,Micheal Williams,/players/w/willimi02.html
13031,Minnesota Timberwolves,MIN,1996-97,Chris Carr,/players/c/carrch01.html
13032,Minnesota Timberwolves,MIN,1996-97,Kevin Garnett,/players/g/garneke01.html
13033,Minnesota Timberwolves,MIN,1996-97,Dean Garrett,/players/g/garrede01.html
13034,Minnesota Timberwolves,MIN,1996-97,Tom Gugliotta,/players/g/guglito01.html
13037,Minnesota Timberwolves,MIN,1996-97,Stephon Marbury,/players/m/marbust01.html
